ed,wage
14,853.998981
14,899.995713
14,978.000323
14,1079.00004
14,1190.00168
14,1314.99744
16,419.998021
16,354.001093
16,500.000951
16,624.998969
16,478.999714
16,699.999766
16,699.999766
17,574.999977
17,679.998097
17,682.996681
17,789.997673
17,749.997595
17,899.995713
17,869.997206
16,369.998888
16,359.998549
16,399.998181
16,525.000912
16,574.999977
16,699.999766
16,679.998097
14,338.001387
14,363.998592
14,389.000255
14,415.000614
14,448.998703
14,560.999492
14,506.001685
15,997.99673
15,997.99673
15,1499.99942
15,1549.99968
15,1649.99907
15,1849.9983
15,1777.99215
16,733.003151
16,984.998383
16,1082.99973
16,1077.99703
16,1484.99992
16,1626.00278
16,1484.99992
12,577.997764
12,619.002926
12,637.000219
12,723.000562
12,694.998717
12,987.997335
12,1037.0029
12,365.000966
12,488.998783
12,417.001576
12,568.999753
12,607.997032
12,598.999043
12,641.000348
16,555.001047
16,591.002354
16,632.000383
16,673.999925
16,712.998987
16,778.999185
16,865.995749
12,550.000947
12,550.000947
12,600.000207
12,600.000207
12,600.000207
12,649.998464
12,799.998618
12,450.001088
12,436.998604
12,3899.99286
12,674.998184
12,644.999796
12,895.99963
12,1020.00214
17,624.998969
17,729.99669
17,799.998618
17,949.998115
17,1200.0038
17,1215.00078
17,1450.00169
14,778.002704
14,846.000542
14,1000.00472
14,1000.00472
14,1000.00472
14,1025.00216
14,1000.00472
14,719.999127
14,874.996599
14,936.996925
14,1050.00479
14,1125.0019
14,1193.00427
14,1277.99791
11,936.996925
11,997.99673
11,1250.00146
11,1436.99585
11,1157.00494
11,1055.00417
11,3125.00137
16,574.999977
16,674.998184
16,525.000912
16,799.998618
16,1266.00304
16,1333.00357
16,1400.00348
10,340.00149
10,340.00149
10,340.00149
10,344.998476
10,365.000966
10,419.998021
10,500.000951
14,617.000602
14,651.997026
14,721.000622
14,799.998618
14,904.995526
14,1016.00139
14,1079.00004
12,642.996962
12,749.997595
12,749.997595
12,1000.00472
12,1150.0032
12,1421.0055
12,1285.99755
12,335.99961
12,359.998549
12,403.001386
12,431.000823
12,466.002035
12,540.000465
12,580.0011
12,570.002074
12,647.999549
12,919.996624
12,989.995106
12,1064.99992
12,1150.0032
12,1004.99717
11,299.999258
11,399.998181
11,500.000951
11,630.000114
11,600.000207
11,749.997595
11,506.001685
12,450.001088
12,500.000951
12,522.999234
12,548.002583
12,606.000008
12,654.001732
12,749.997595
12,535.00174
12,594.999164
12,636.000914
12,786.002521
12,929.995735
12,1000.00472
12,1069.9958
14,329.00074
14,395.998332
14,419.998021
14,478.999714
14,539.002387
14,598.999043
14,718.999024
12,500.000951
12,525.000912
12,550.000947
12,649.998464
12,600.000207
12,799.998618
12,799.998618
12,375.00149
12,399.998181
12,450.001088
12,500.000951
12,525.000912
12,600.000207
12,699.999766
13,597.999549
13,640.001167
13,632.000383
13,763.001502
13,862.004077
13,929.995735
13,1011.9961
16,329.00074
16,375.00149
16,390.001272
16,480.00187
16,649.998464
16,812.999098
16,823.003127
12,540.000465
12,594.999164
12,640.001167
12,719.999127
12,739.999862
12,824.997206
12,1089.99676
17,874.996599
17,874.996599
17,984.998383
17,1050.00479
17,1050.00479
17,1325.003
17,1459.9975
12,299.999258
12,454.001272
12,600.000207
12,834.99856
12,886.995581
12,1010.00443
12,1055.99634
12,541.00039
12,673.999925
12,771.996487
12,975.997476
12,1150.0032
12,1248.00306
12,1298.00013
12,500.000951
12,550.000947
12,774.997652
12,686.997051
12,737.001554
12,812.999098
12,774.997652
16,699.999766
16,724.9988
16,799.998618
16,879.998321
16,1000.00472
16,1161.0035
16,1126.99491
10,295.00137
10,299.999258
10,344.998476
10,399.998181
10,430.00206
10,450.001088
10,399.998181
12,749.000761
12,815.001538
12,887.998452
12,977.003271
12,1185.99813
12,1235.00463
12,1312.00266
16,230.000159
16,375.00149
16,425.000353
16,448.998703
16,718.999024
16,576.001347
16,899.995713
12,786.002521
12,843.002564
12,901.995923
12,967.99798
12,1043.99502
12,1185.99813
12,1300.00059
12,565.002412
12,688.0008
12,749.997595
12,729.99669
12,907.996024
12,909.995815
12,962.996714
8,642.001089
8,649.998464
8,742.000562
8,699.999766
8,872.000502
8,949.998115
8,949.998115
13,665.001968
13,675.997921
13,773.99855
13,869.997206
13,933.004478
13,960.995763
13,1165.99491
8,200.000527
8,224.99991
8,224.99991
8,224.99991
8,299.999258
8,299.999258
8,291.99889
12,617.000602
12,651.997026
12,715.999881
12,804.998167
12,886.002702
12,1011.9961
12,1150.0032
12,295.00137
12,349.998896
12,384.998716
12,430.00206
12,500.000951
12,540.000465
12,584.998919
